Genes	P value (cut-off 0.05)
NDUFS4	2.16802820966503e-05
TYMP	0.000229590026196215
RNF181	1.48080891491577e-08
CMTM6	0.000106804731346544
NDUFV1	0.00042384571518564
C1S	1.61589125603421e-13
SEC22B	3.62283949125123e-05
HMGN1	2.38766277840077e-06
KRT10	5.0087508989378e-09
CYP2C18	0.0267550322546986
GDI2	1.37661542302256e-06
ABAT	0.00353143143387577
SELT	0.00100223086607603
GPBP1	0.000345463641299457
MIR4458HG	6.62254395170675e-08
KDELR2	0.00235909222101706
HSP90AB1	4.25557370328547e-05
PRNP	4.62770161923368e-08
PARK7	2.45474268295779e-11
MTCH2	0.00203194261477432
AP3D1	0.00171045117403092
TMED9	0.000405224679706085
TXNDC17	2.21719641917232e-05
NCOR1	0.000134324776218956
H1FX	0.000344883084664961
CLPX	0.00109634710599432
CDC26	3.9627700078178e-06
ID1	1.51454967982708e-06
POLR2F	0.000168608654183657
MTTP	0.00111838720931868
LINC00493	6.32521216065157e-07
MAPK1	7.00053110160753e-06
TAPBP	0.0101915658995141
EWSR1	6.02316760343341e-06
SLC7A2	0.00986330082164641
PPP1R16A	0.00010830072752028
PEMT	0.0231915296737592
LINC00261	0.0280598500552496
TOB1	4.44876518966606e-07
MYH10	8.25016801924805e-15
CAMTA1	2.19261988254386e-06
UBXN1	3.12272705147394e-09
H1F0	2.93189515573089e-05
SORL1	0.0273690190345688
NDUFS5	5.72406852930846e-05
GDE1	0.000599791146983323
PDIA3	1.35268227911668e-06
GOT1	0.000147249110937949
GLRX	8.44775252561501e-05
PCYT2	0.000837676676840246
PC	0.0209658641923107
CYTIP	0.0116637140096228
DAD1	3.51518786937051e-07
MBNL3	0.0174550759490453
UQCRC1	1.04006890962036e-05
C3	2.84764587557911e-05
SEC11A	3.40832732128138e-06
MAGT1	0.000310883646890735
LAMP1	0.000407000076631818
ITPR2	0.0324233585391114
ALDH6A1	1.50527586291665e-05
VTI1B	3.85864872752756e-07
EIF5A	4.4459932201404e-07
KTN1	0.000977594470149897
SNHG8	0.000545167836476341
EIF6	0.000171647690754259
TGOLN2	0.000406793429015136
EIF3L	5.75821828342503e-08
C19orf24	0.00465827764814053
ACACB	0.0127121448673984
KLF4	0.0375362795791611
MTIF3	8.32221952990885e-05
TUBA1B	0.000185992580431575
HSP90B1	0.000967382239001084
ATP5A1	0.000243512805982235
ARL6IP4	1.03681476173874e-09
HNRNPU	8.93628184767405e-05
RALY	5.68071495074578e-05
KPNA4	0.00113345899519289
PTMS	1.90504621017794e-10
DEFB1	0.000909510448215318
UGT1A1	0.0393254600799851
ADGRG6	0.0282868799483479
RAB2A	4.06882224262277e-06
FGFR1OP2	1.83280002551874e-08
LCP1	0.00547416594884314
SLC9A3R1	7.77006680724173e-06
NONO	5.88320614911344e-06
MAP2K1	0.000334133166400883
RAB31	3.27947471390998e-08
PPP2R5C	0.00713626973708551
C19orf60	0.0044748029485924
ELF2	0.00609080170862079
TMEM160	0.00271236277061818
UBXN6	0.00557557223054619
OAZ2	3.46724544557423e-06
OSTC	1.62575126525241e-07
MRPL14	0.000613345072377768
SERPIND1	0.00366471722042427
ANGPTL8	0.0353452130694897
SMLR1	0.0292894350458079
OXA1L	0.00329384759737894
ENSA	0.000222640851674093
ANP32B	0.00277928091724521
KLKB1	0.0040320505986578
ADK	0.00139560440762335
IL32	9.13753938321362e-08
BCHE	0.000263187442810175
CD69	0.00429814103720464
PPIB	6.50189889790423e-07
ABCB4	0.000923771068338849
HNRNPA2B1	0.00276820172903751
HFE2	0.00514876142948079
TGM2	0.000477008395689849
MINOS1	0.0233019940195835
TM4SF5	0.00145212167926956
F2	0.00198645968474443
EIF4G2	7.10515987981727e-09
MAN1A1	8.20967669912227e-05
KLRD1	0.00963321987226493
LGMN	0.000743656379758095
NME1	8.99333920468691e-06
HNF4A	0.0432398659613259
RAC2	0.00258104532063732
SLC25A47	0.0155557348435759
AKAP9	7.87321718914872e-05
C9orf16	4.94014523721785e-08
GADD45GIP1	2.55001290270837e-07
RDX	5.46964853215954e-07
TRAM1	5.57443160314874e-07
MFSD2A	0.000246547136035578
ANPEP	0.000259286374948647
DHCR24	0.00127332132890029
HMGN2	0.000312583721198241
FOSB	0.00782027465653983
MPHOSPH8	0.000511334439400753
ACTR3	2.57862741901937e-07
KRTCAP2	3.71674601914705e-08
VAMP3	0.000572145658413466
MYL12A	0.000700814771618618
ITGB2	0.00119101000284896
PSAP	4.62830677472191e-05
C19orf70	1.13028685098912e-05
KRT18	1.11276931477527e-06
SNRPD2	1.22518079426603e-06
SMAP2	0.00167794466981549
LRG1	2.28381000890555e-06
FAM162A	0.00191695354548773
SUMO2	7.29292613494644e-12
MBL2	0.00162464195790107
RABAC1	1.49091377864506e-05
CALM2	0.00230435323643443
CCNI	0.00106825585093045
SPP2	0.00198926184202242
TRA2B	4.66057654952934e-10
LYN	0.0311840573953311
HTRA1	1.76525755452604e-12
COPE	4.94720138024889e-09
LSM4	0.0397402509987417
FUNDC2	0.000336495412395346
ANXA5	1.83034767629511e-09
AOX1	0.00100750389484771
SLCO2B1	0.000550339893760115
VAMP5	4.68746088800013e-09
SERPINA10	0.00120188117205076
H3F3B	2.70293255585447e-06
SPTBN1	4.55607647203139e-06
ERGIC3	2.87729777451238e-10
ATP13A3	0.0161543782664107
RBM47	0.0138650578632926
ASS1	0.00127768456097208
GPT	0.00759760312203358
SDC2	0.000263706977495406
ACSM2B	5.02417408840322e-07
DNAJA1	0.00125303795155314
CDC42SE2	0.00990692141931607
MRPL12	2.16338652561527e-05
MYEOV2	3.62868910189012e-05
RNF7	1.74491130328491e-06
COTL1	1.92994299253816e-07
DHTKD1	4.34254495091795e-05
EIF4B	2.60680047577373e-05
LINC01420	8.27019871321121e-08
SDF4	1.54668035181312e-06
PSME2	0.000502808177884261
RGS10	0.00014812312965376
PDLIM1	2.90699711908295e-10
CLDN1	0.00323016893778602
ENY2	5.46391169994704e-12
DHRS7	0.00208634334664319
PPM1B	0.00119645836072329
SSR2	1.48859510978541e-10
ST6GAL1	4.24920696863317e-05
MTHFS	0.00214603785228862
SRP9	2.09316088708619e-06
TKT	0.00989239631009655
GLYAT	0.00155232954910984
CD52	0.00152547513724868
TM7SF2	0.00790759013596248
XRCC5	1.3013348932e-05
CEBPB	0.000499549722515132
NARF	3.1028157665982e-05
SCP2	0.000248419073363712
NDUFS8	2.83183643487877e-05
A1CF	0.00499812860600172
CCNDBP1	3.27001603911873e-06
NPM1	1.35234119567142e-06
ARHGDIB	1.69158843290375e-10
TMSB10	9.75383753606468e-05
LEPR	0.00495215248592291
PTMA	4.24100269882347e-07
TNS1	4.79834396149074e-18
CHMP2A	0.000115665822511021
RND3	0.000269164791660263
SIAH2	0.00190248838937984
FAM213A	0.0485231560924669
SOX4	1.9413633021896e-07
CLTC	4.36395660752044e-06
TMEM97	0.0052212148552777
EEF2	1.38390195847684e-05
PTPRC	2.42164066437127e-05
IGF1	0.0140313757080657
TMBIM6	1.35985943779442e-06
PHLDA1	0.00843427249616503
TMEM123	1.3148521121671e-06
ALDH4A1	1.73955107304966e-05
ABRACL	4.90894260547143e-05
TECR	3.21951568624937e-07
CMPK1	2.05905482825773e-06
IER2	2.47215626913356e-06
RPSA	5.09970918622029e-05
TTC36	0.000915365456722034
CCNL1	5.80979553105629e-05
CYP2C8	1.18001355986499e-05
MVD	0.00113801103282858
STARD7	0.000468120844574769
CD59	2.02580747491478e-09
PXMP2	2.09100804320334e-05
CORO1A	0.000319029547170366
SRSF5	0.000467389301484987
DECR1	2.14146527488203e-06
HRG	0.00112835910577135
NAA38	4.09904561167103e-07
RP11-434D9.1	0.00256907609185385
HMGB2	0.00900213611735798
COMMD6	0.0138151732720278
HYAL1	1.09253708980566e-05
DYNLL1	1.13665235754268e-06
NDUFAB1	0.000132447046766275
CES2	0.0368961641567181
HEBP2	5.18621401081284e-07
VIMP	2.10088649459283e-09
UBC	0.0131484979051173
C8A	0.00344108321262535
ST13	4.48425149616397e-10
BSDC1	0.00997011856523857
BTG2	0.0450513685976003
MRPL54	1.18907170123204e-07
APMAP	7.39653955862316e-06
TFPI	5.45731727863618e-09
RPS4Y1	0.000177243484822903
RDH16	0.000941363272508915
MPC1	7.05068292547388e-05
EIF4A1	1.07193622340018e-05
PIK3R1	7.9136585359211e-05
NFIC	2.30393607888513e-09
PPA1	8.52068837512897e-05
EIF3H	0.00146412011247616
C1orf162	0.0118319616367099
MSRB1	0.000295711227500236
A1BG	7.05765506859724e-05
RNF130	0.000241912555328725
ADI1	5.10236576896847e-06
LEPROT	1.06897068985814e-05
CUTA	4.12801990058979e-07
PCSK6	0.00154408803801719
PON3	6.12526038910614e-05
CISD2	2.94874078178151e-06
C8B	0.000319295360602438
LSM3	7.24795513250588e-07
MZT2B	2.0140258179124e-06
PPP1R3B	0.0358087952113136
QPRT	0.000443614332529172
SPCS3	9.77429869761487e-05
SLC22A7	0.000993222334929599
SDS	0.00472563562836396
AK3	7.19691726436331e-08
RPL10A	0.00174944653808944
RAC1	0.000179817245152411
UBE2J1	1.92841137878563e-07
KLF9	1.04232245776142e-05
PA2G4	3.90791761615404e-08
GAMT	0.00995271527821847
NFIA	4.27549313443746e-09
ABCA1	0.00199570854018062
GTF3C6	2.52095422483067e-07
ANAPC11	2.91004196533841e-09
SKP1	0.0001408539961402
LST1	3.47719694003002e-06
LINC01485	0.032065421275741
KIF22	0.000136283320920058
STAG2	0.000148215720644485
YPEL3	3.11031276308517e-06
ARPC1A	1.91204829739482e-05
BTF3	6.85139912402971e-05
HNRNPDL	6.43433434699063e-06
RPL8	0.000107591977549906
CST3	2.171075498101e-07
CIR1	1.08846971431529e-07
POLE3	0.0070601357295092
RPL18	2.65271591619469e-05
DYNLT1	0.000186802924839592
SRSF11	1.60902148543171e-05
CYP2B6	0.000234859838734327
SNRPD1	2.25066595147394e-06
C8orf59	1.11738727972345e-05
FKBP11	7.76760692866694e-05
APOM	0.00070038123332379
FAM3A	2.78257174513354e-06
FASN	0.0210780863270324
LBP	0.000197855929654566
CTSD	7.56173334277068e-05
CTSZ	2.80327054716284e-09
PSMG2	2.27226962060534e-06
RSU1	1.01903187171611e-05
SPCS2	1.06325082702379e-06
FAM96A	5.43663546228396e-06
EPB41L4B	0.00306381197778225
SF3B5	4.9882894156427e-09
NUCKS1	2.62643712768315e-08
MORF4L1	2.0822228748777e-06
NDUFA11	7.67493445637965e-12
HNRNPH1	0.0011078627268137
RHOA	4.31789241306029e-07
SPINT2	1.51619526985523e-06
MARCH6	1.49879003620073e-05
RPL15	2.88575884314015e-06
CBX3	2.1130273514054e-10
C4BPA	5.55038479981753e-05
UXT	0.000390687037879447
SNRPG	1.59563493259547e-07
CFL1	5.38523385219264e-05
HINT2	2.71933410556294e-07
WIPI2	0.000210072885253618
SOCS3	0.0204728585265357
SDF2L1	0.000381270342473044
PRELID1	2.1789773756223e-10
MBOAT2	0.000156824956147975
ATP5G2	4.24423949429163e-09
SEC31A	0.000275474727784742
HSD11B1	1.6803144587529e-05
FOXP1	5.70300611894769e-08
MIR4435-2HG	1.15417554037559e-11
GSTK1	0.00110332275613508
AGO2	0.000953241856573439
PPIA	5.77437782547959e-11
PSMA7	1.53326655250567e-12
ACSS2	0.0285010790512795
CFHR1	0.0263767439068395
ACTR2	1.77432935997837e-05
CCDC88A	6.95444834203493e-08
HSPD1	0.00114286054230915
HIST1H1C	0.0161459890482546
SPECC1	1.17676220994856e-05
GNAS	7.86694291921544e-07
DYNC1I2	1.49380429511818e-08
LAPTM4A	4.19678932380559e-12
ARL6IP5	0.000262746361723482
HIPK1	7.49809658788779e-05
NDUFA13	3.98907068017932e-11
RWDD1	1.19141144502375e-08
CCDC90B	0.00539271104253184
PAN3	0.0147097595016106
VKORC1	2.57541248306027e-08
BRD2	2.52091443632826e-06
BLVRA	0.0135069104461756
MT-ND6	0.00270758155469489
OST4	0.000138392562206779
UBE2D2	0.000900032201865751
MMAB	0.000379219331867907
EIF4A2	6.98032175296086e-07
ERGIC1	0.000156910134977957
CSTB	2.14621131164178e-08
GRN	5.87122415297302e-07
METTL7A	0.000336361065438798
GPATCH11	0.00130184367775009
WBP2	0.00362069741054556
TRAPPC1	5.55731910607195e-07
UNC119B	1.60342388430683e-05
CASP3	0.0080546605462231
FKBP1A	9.05639630125506e-10
RSRP1	0.000587994694061452
GLTSCR2	2.04396718847721e-08
ARIH2	6.22279352130401e-05
MYLIP	0.00129084147421133
OCIAD2	0.00549607853152492
TMSB4X	7.92002751561235e-09
TNFRSF12A	1.63532631770969e-14
PGM2L1	0.000586816673219766
SC5D	0.000263108942916385
RSL24D1	2.23921461046365e-07
FAM229B	0.00868680979809155
RNASE6	0.0247713610004058
GMFG	9.70846142969259e-07
C3orf58	0.014249411295321
HLA-DPA1	1.35247241994813e-06
AP2M1	7.06555514534961e-11
HLA-E	5.49017277366537e-11
HPN	0.000332811869939072
GZMA	4.89091064434699e-05
YIPF6	4.78555335894401e-05
FCN3	0.00716619728216837
MBTPS1	0.00104202218189994
COX14	1.0552575709962e-05
SLC1A5	1.24184254844852e-05
ISG20	0.0193553009136479
PROC	0.000204351165794066
MMADHC	1.08573461708087e-06
SEC11C	1.67744976377819e-06
SDC1	1.19294573013168e-06
SLC25A6	6.41221778293828e-08
DHX15	5.57428895070384e-06
HCST	0.00041022136597336
SON	3.07279893217901e-05
FAH	0.00328380916679035
OLA1	5.30570621056961e-05
SNRNP70	0.000189601868493869
C4BPB	0.000144717350571622
TM4SF4	0.000843343487588846
PRG4	0.00143590636009147
C6orf48	3.42735494374706e-06
SLC13A5	3.10678931684527e-05
FDFT1	0.0115070199168192
CMC1	0.00318400632444946
GTF2H5	5.61089448108488e-07
HNRNPA3	4.41244081302322e-05
HUWE1	0.00458999946395654
DDIT4	0.0166288648675509
CFI	4.1929911171804e-07
TMEM59	0.00121890349980687
TMEM230	1.10921621084544e-06
SRSF3	3.3173830066385e-05
DRAP1	1.15934344054234e-07
CPEB4	0.000354209972798559
ARPC3	6.21627459355977e-06
S100A16	1.52439970066353e-06
PLAC8	6.67529873411787e-05
CLTA	1.81883668535184e-06
KIAA1191	5.24708747340977e-05
F9	0.000159501639840108
ITIH3	0.00154824859357213
PLG	1.38138888876145e-05
SLC38A2	1.51893933288318e-06
CP	1.89026533005043e-06
ZC3H13	0.000200719185721664
PDIA6	1.82421918133038e-10
SLC25A3	6.69561338178813e-09
GC	3.16147220888322e-05
CHMP5	5.42420882044973e-07
PAIP2	0.000311347076947441
ZNF428	4.38591176723896e-09
MYO1B	0.00213153941812455
CYP2D6	0.00036566399647178
SELK	0.000106536924073629
C1R	1.62757309548132e-06
KLF2	1.35858756814361e-05
NDUFA4	7.06353309393581e-06
SLC22A1	0.000111464280308904
GNE	0.0385270787686145
SUMO1	8.67887040150703e-06
LDHA	5.80026649888066e-06
PSMD13	0.00277359737537899
EEF1D	0.000114554339016255
DEK	8.68906388018922e-08
HGD	0.000111513955531524
ZFP36L2	1.09782205522995e-05
HEXB	0.0452785975088802
CALM1	1.53640528578233e-07
NUPR1	1.4452761563647e-10
NIT2	0.00856948009079658
SNRPE	2.79379668028477e-05
VTN	3.09046110449239e-07
NAA10	0.0167273104987852
SULT2A1	0.000108147011725261
TIAL1	0.000255852922915753
CCDC59	0.00438371330439543
PSMD8	3.19565563457309e-08
SPAG7	0.0138619949599173
TPI1	2.18337023603953e-08
MT-ATP8	0.00443444274005222
CXCR4	0.0296679274811543
SMARCB1	1.13126953639671e-07
LGALS3	7.05248365786072e-07
BDH2	0.00924615466096171
CCL5	0.042361968347003
HAO1	0.000298000309081617
CCL16	6.90561936457066e-05
MTRNR2L8	0.0397222902138684
FCER1G	8.90081687285948e-05
MIEN1	1.76947280373726e-07
VPS4B	0.0363468406299415
TMEM141	0.00070493451813559
POLR3GL	0.00932180031942023
CCT2	0.00217444463623418
SRSF2	0.000871952447018627
MARK3	3.09086901079764e-08
RAD50	0.000138874157937136
NDST1	0.00670065664900446
ANGPTL4	0.0272974306733666
SERF2	0.000197128319458163
C5orf24	0.0180726832338445
ENO1	0.000399870740387461
TMEM219	5.40613714665795e-10
SNRPC	8.46050435986819e-06
SVIP	0.000172283220724849
UBL5	9.10915159885591e-10
QARS	5.30554523047545e-06
EMC4	8.229179526516e-08
C6	0.000102008528641122
JOSD2	6.43506831177518e-06
MTHFD1	0.00436174254844516
SLPI	0.000235981730909681
NEDD8	6.75365531876453e-10
ATF4	5.40804064208909e-06
VAMP8	5.12230177109e-09
NRBP1	0.00102386125692409
RER1	0.000661486759725865
MALSU1	0.000271108070530312
PRMT1	2.88618326611851e-07
RTN4	2.1929805380212e-10
USE1	0.00107997363221653
MRPL20	4.48646084888724e-09
SEC61G	1.38115680173839e-09
TSTA3	5.42556575085571e-05
C11orf73	5.07159302842634e-07
ERH	3.89675264469922e-07
JUN	2.21099426717319e-15
ERI3	0.0173252172497749
RNF10	5.76000650218804e-07
HLA-DPB1	5.64209180535224e-08
ATP6V1F	0.00154910419442992
WNK1	0.00374191156683667
LAPTM5	6.18548456303838e-05
CYBA	1.10936832932138e-08
SRRM2	1.26273616225344e-06
ACSL1	3.22280667980458e-05
NDUFA12	1.83404896864158e-05
CHMP1A	0.0247352298752485
SHMT1	0.00428159802404099
PIK3CA	1.73940916386768e-07
CYP4A11	0.000194528894303694
RAB8A	0.0116972957451706
EIF4E	0.00124681465250231
APOPT1	1.52234923886031e-08
ICAM3	0.0223369432284213
GADD45A	5.72645288619383e-08
ARRDC3	0.00567117978259269
RPLP0	1.02953039113876e-05
CETN2	2.9306814343425e-08
CD53	0.00159652413560393
PSMD4	1.87009683099857e-06
GATM	0.000746404813964441
DPH5	0.0016329877654354
SSNA1	7.7556631754652e-08
FKBP2	2.60295449685032e-05
UGP2	2.44021747253508e-11
ACADSB	3.05689739620078e-06
SLC39A14	5.59102806525702e-05
PDIA5	2.5902862429539e-06
HSD17B6	3.35859914748491e-06
MRPS15	9.02431382671036e-05
TNIP1	4.04606089946105e-08
NFATC3	0.0261675111304842
NDUFA6	3.75770199024296e-07
MAOA	0.0361295109706689
EIF2B1	4.8683261609172e-05
TM9SF3	9.03000706106898e-07
NDUFA2	8.14904801960879e-06
BCKDK	0.000137691161446526
CCL3	0.000272654650300932
CYP27A1	4.55615893416781e-06
SSB	0.000626835595006324
LSM1	3.74597430777149e-05
NKG7	0.0239636887340472
SSR3	8.39632745754309e-06
DCAF11	0.00161637623243665
LYZ	0.00517448903982976
BAAT	4.44072346904251e-05
SLC9A3R2	2.37430368066525e-07
NAA60	0.00122614303094291
GPI	1.67502329656307e-07
ALKBH7	8.38623228586385e-09
EBP	7.34036974128778e-06
MTDH	1.00449585526817e-06
PSMB6	5.78557784335327e-08
USP10	0.0131092371890059
ZNHIT1	3.37651807258301e-12
ESD	6.8837985071366e-07
EBPL	0.00182537567601441
ZFAND6	4.27814977867641e-05
PIP4K2A	2.83472534677508e-07
MRPL57	2.69720575841638e-07
ROMO1	2.46362088959494e-07
ASGR1	1.18997405916558e-05
ALDH3A2	0.00655013203304599
C20orf24	0.000782938732448466
MRPS36	0.00319473209886639
SEC61B	1.29715774959169e-11
RARRES2	3.47717303351491e-12
PSMA4	1.80787868518632e-08
JTB	1.4411439770064e-05
SULT1A2	5.12476980513893e-05
CALR	1.31818823355834e-07
TCEB2	1.35658117132781e-11
MIF	2.62307441006465e-12
TAX1BP1	6.13538979261505e-06
PFDN5	1.63117841991116e-12
TMED10	4.50866519499351e-05
ACADM	5.1478745537891e-05
NDUFB3	5.50365588082078e-05
PTOV1	0.000151311638240868
RPL17	1.72717898663194e-08
SIGIRR	0.00362755903899558
SMIM14	1.37761673499468e-05
BTF3L4	1.78946172000036e-05
NUDT16	0.00017805919843233
UBE2K	3.84790439321597e-05
HTATIP2	0.00276319288743627
PEPD	0.00311385810153662
AMBP	4.95815898425425e-09
GRHPR	3.23274357787645e-11
ATP5H	8.61363075608205e-08
SUCLG2	7.95945849239133e-05
GADD45G	0.023480444339858
HADH	0.00389054137437187
AGPAT2	8.81252819412505e-05
COBLL1	0.00666562269729191
PRDX5	2.31891648190542e-07
NQO2	0.00332449115037819
HADHA	0.00795927228030175
CCDC107	2.26863978289478e-10
ASPDH	0.0162448332001145
AKR7A3	0.0236706833015833
GLYATL1	0.0211722701110391
PCBP1	1.16477739245075e-07
TAT	9.56162911135701e-08
S100A4	0.00188152351452737
ECHDC2	7.72113507089671e-05
ACP1	7.80675515033585e-07
GLUL	7.34169034960893e-06
MSMO1	0.000227142332955059
POR	1.96812940137077e-05
POLR2L	2.97333835114031e-12
FGA	8.75784930029897e-10
GHITM	3.18033851309685e-08
TMEM220	0.00456466950926232
NUCB2	1.75044151154357e-06
SOD2	0.000193550442270889
GGH	0.00728160261784391
PABPC4	3.91545251195734e-06
SNX3	8.92034107750763e-08
CD164	2.45359701498374e-05
UGT2B10	0.00111264236099477
HAGH	0.000801708551110811
RPS27L	4.57247533672885e-09
NADK2	0.00629715389626129
KLRB1	0.00941065565711405
TMEM258	6.48264959191139e-08
RP11-403I13.5	0.00683628297065831
KANK2	4.36446223250131e-14
PFN1	8.46540528761531e-07
SERPINA11	0.0140237216567252
CAT	4.33903298298485e-05
NUDT8	0.0295569098085182
VPS29	8.51445552880267e-06
C17orf89	5.69417366839641e-05
HLA-DRA	1.39325396674939e-06
CYP2C9	0.000399211878481058
PDIA4	7.69790450093299e-08
ALDH1A1	2.340598872354e-07
BTG1	1.07293953261217e-08
TIMM13	5.09935971435677e-06
UCP2	0.000908417140042681
PRODH2	0.00813746832474
GSPT1	8.83858642655864e-05
COX7A2	4.55924145154323e-08
IL16	0.0280115183015435
TALDO1	1.00424628940907e-08
UQCRH	1.46347822386843e-06
IDI1	0.00948278923271747
PGRMC1	1.00336580378491e-08
HMGB1	4.07288259028202e-07
REEP6	0.00216900831445292
FXYD1	1.04798633180841e-08
ATP5L	1.61235077511029e-11
PPP1R1A	0.00213144693077122
CHCHD2	5.0684124668842e-13
MPST	1.4502728659858e-06
C11orf54	0.00783129349660843
AK4	0.00693755357912777
SLIRP	0.000119386805269252
MGST2	0.000121845770832239
ATPIF1	2.03597388019017e-08
GSTZ1	9.1480986375523e-05
MAF1	0.00215911267651629
KHK	0.000323403264976702
GLUD1	4.19251873145267e-06
ETFA	5.24637406458866e-05
SLC2A2	0.00152593060850929
ARF4	2.82932544195781e-07
HLA-B	5.46397969883648e-10
SSU72	3.21756166852443e-09
CTSS	9.0364835878377e-07
ACAA1	4.89231759171219e-06
SNRPD3	1.15562154889241e-05
SRP14	6.64921615834043e-06
COX5A	2.27194475019029e-07
TMA7	6.71941135207831e-14
FUOM	1.14258269424929e-05
TNRC6B	5.31469568979346e-06
RPS11	7.84054195061903e-08
HRSP12	4.30426948312326e-08
CFB	0.000828304141967271
CCL4	0.00171925427735683
IDH1	8.10344431847101e-05
MRPL41	1.23300347956911e-09
LINC00844	2.01941432834753e-05
C2	3.98998124227751e-05
LINC00152	2.64859197049801e-09
TST	0.000414233783847479
FOXO3	0.0051018761939002
CD74	2.33088731481283e-05
SRGN	4.69272354520804e-10
FCGRT	3.75393330790231e-08
IGFBP4	1.46172023523608e-06
DNAJB9	0.00858135727833335
ITSN1	0.00364182592790757
FOS	6.97105052242775e-11
MKRN1	9.13546051405854e-08
APOC2	5.94787796326723e-06
C9	7.73762618873924e-05
COX4I1	3.05241376580213e-11
ALDOB	1.30917153389685e-05
MRPL34	9.16289722923595e-06
PON1	0.000985009057556098
ITIH2	1.16406816527652e-05
MAP1LC3B	8.8886819955777e-08
HMGCS2	2.27397363819333e-08
RBP5	0.00394383556457884
SERPINA4	0.000170964135765578
DBI	4.20457447964883e-13
FBP1	0.000493538811457958
SRSF8	0.0170640851403882
BCAP31	5.25494176179146e-05
SAP18	2.70965586696436e-05
EI24	2.75598849918887e-06
PCK1	3.49908079843705e-05
XBP1	2.16183777022931e-11
ISCU	8.66848244526455e-06
KNG1	8.87938836109854e-09
SERBP1	5.18293273932671e-10
ATP5J2	6.75690810974162e-10
TMEM37	0.000608295975046697
ARL6IP1	1.80412746041495e-05
TMED2	1.06549792967496e-08
MAT1A	3.91968302889152e-07
HULC	0.000228381852352256
GCLC	0.00289132714030174
IGFBP2	5.60961314970181e-06
A2M	1.71644189389025e-06
TBCA	7.56672539792546e-13
COX17	2.85409371453605e-09
GCHFR	6.14040263342132e-06
MT1E	8.05432046002462e-11
HSD17B11	1.76890146550398e-05
C5	0.00100353875460401
C8G	1.59630671679957e-06
UGT2B4	8.0676859779228e-06
DCXR	7.64990944339599e-06
ATP5J	2.27768647340405e-14
SERP1	4.50498367805479e-06
AIF1	2.46983312530417e-07
RIOK3	0.00179245736900818
PSMC3	0.000204828932143074
PRDX4	2.62968463393173e-10
AGXT	5.46068523900885e-06
ACSM2A	8.02358479403705e-06
STOM	1.14345474758203e-05
YBX3	1.5530262493136e-11
PSMA5	3.45675115270574e-06
FIS1	3.48533736792268e-10
ERRFI1	8.47701670413006e-11
CA2	0.0497494490106727
PEBP1	3.94393314753364e-09
SEC62	2.20586258707653e-10
C1QBP	4.29955619067953e-06
USMG5	8.33633966641405e-18
GUK1	3.84980038473156e-06
ARG1	4.27270255960565e-05
NACA	6.93731197219261e-10
INSIG1	1.81795707149954e-07
UFD1L	4.88242076119945e-07
ATF5	1.94979313227535e-06
UQCR11	8.20006401263185e-08
SERPING1	4.44397012044558e-07
ANAPC16	1.35454347129626e-08
MSRB2	6.17146565996436e-10
EMP2	0.00370083689396023
COX6B1	5.02783437340032e-11
REXO2	3.69592061458325e-08
YWHAE	1.31221934387332e-06
PAH	1.89382564424839e-07
ASGR2	2.34321809733777e-06
CES1	1.30062703124225e-05
TF	5.86464980757859e-07
DDRGK1	0.00295263053803889
GABARAPL2	2.84684422918106e-07
BNIP3L	4.81107453217677e-12
IGFBP1	3.46325607997653e-06
TCEA3	0.0260290964278995
AKR1C2	0.0488785885597072
HPX	2.84064622642342e-07
SCD	2.10526914936233e-05
LCAT	0.0257572129764893
GJB1	0.00708309049773959
ACAA2	6.57811661091772e-05
CISD3	1.03528836245437e-09
COA3	0.00241703025163026
EPHX1	2.01111809314949e-06
FMO3	1.58432528884586e-05
AADAC	2.28478026688448e-05
MT1F	1.74701711129978e-11
SHFM1	6.7617759513456e-10
AGT	2.25386396760411e-05
STRADB	0.0172515449193734
RAD23A	6.54720350423069e-09
ATP5O	6.02015701420286e-07
CPB2	4.27172892962599e-08
ADH1B	4.60792135475641e-13
SLC40A1	8.62361474666071e-06
NUDT4	9.58663240596071e-06
CD163	3.64289708562837e-06
FGL1	2.94557739627002e-08
ANGPTL3	7.28470668490206e-05
MGST3	1.07921471790189e-08
RGS1	0.0118849964249186
FKBP8	8.98362119147112e-08
BLVRB	0.00884837240016966
S100A9	0.0374664159134165
PET100	1.12353167512334e-05
TDO2	1.48358043175309e-06
BSG	6.80130712569262e-11
CLU	6.57367011565965e-05
GNMT	2.75800166975384e-05
CBR1	3.26913714230163e-08
PTGR1	1.65331169813929e-05
TAT-AS1	0.00202842165814207
CHCHD10	8.00753385796411e-10
PRDX1	5.47095926331754e-08
SAT1	1.81219057970107e-10
HIST1H4C	2.51524653745306e-07
NTHL1	3.35298001284187e-06
NCOA4	0.00396291816314397
GPX1	3.63409440065964e-13
MT1H	5.11550594191259e-05
ALDH2	1.57051261722145e-09
SERPINF2	1.09744666648068e-06
ACAT1	1.66508490711758e-05
NNT	0.00110059434789201
CTSB	2.2989414858146e-07
HAMP	1.24151974957426e-07
HPD	3.36682716189026e-07
ADH4	3.20196188210283e-05
GSTA1	0.000999052859226802
LEAP2	5.92120944239426e-06
APCS	2.78474125468835e-05
GYPC	4.58710911815662e-09
ATP5E	1.4978847762086e-17
